"Distance" "MP" "Class"
"4892" -1742 95.6 "Aves"
"4893" -1753 96.1 "Aves"
"4894" -1756 95.8 "Aves"
"4895" -1767 94.2 "Aves"
"4896" -1775 94.5 "Aves"
"4897" -1784 95.7 "Aves"
"4898" -1839 96.7 "Aves"
"4899" -1897 96.5 "Aves"
"4900" -1900 96.5 "Aves"
"4901" -1913 96 "Aves"
"4902" -1952 92.2 "Aves"
"4903" -1955 92.8 "Aves"
"4904" -1965 53.6 "Aves"
"4905" -2007 63.3 "Aves"
"4906" -2010 64.2 "Aves"
"4907" -2020 60.7 "Aves"
"4908" -2051 94.7 "Aves"
"4909" -2075 51 "Aves"
"4910" -2137 94.6 "Aves"
"4911" -2164 95.3 "Aves"
"4912" -2178 92.6 "Aves"
"4913" -2191 95.9 "Aves"
"4914" -2193 96.6 "Aves"
"4915" -2258 95.7 "Aves"
"4916" -2279 96 "Aves"
"4917" -2300 95.6 "Aves"
"4918" -2342 84.8 "Aves"
"4919" -2394 76.6 "Aves"
"4920" -2423 62.7 "Aves"
"4921" -2473 64.6 "Aves"
"4922" -2478 85.9 "Aves"
"4923" -2492 89.5 "Aves"
"4924" -2510 93.1 "Aves"
"4925" -2523 94.6 "Aves"
"4926" -2539 94.9 "Aves"
"4927" -2546 95.6 "Aves"
"4928" -2555 96 "Aves"
"4929" -2560 96 "Aves"
"4930" -2563 95.4 "Aves"
"4931" -2582 80.2 "Aves"
"4932" -2605 91.8 "Aves"
"4933" -2623 95.1 "Aves"
"4934" -2657 95.5 "Aves"
"4935" -2682 95.1 "Aves"
"4936" -2696 95.6 "Aves"
"4937" -2700 95.8 "Aves"
"4938" -2708 94.8 "Aves"
"4939" -2755 94 "Aves"
"4940" -2764 80.3 "Aves"
"4941" -2871 55.2 "Aves"
"4942" -2884 34.9 "Aves"
"4943" -2902 46.7 "Aves"
"4944" -2915 46.2 "Aves"
"4945" -2942 17.2 "Aves"
"4946" -2956 12.2 "Aves"
"4947" -2987 9.8 "Aves"
"4948" -3002 8.5 "Aves"
"4949" -3021 7.3 "Aves"
"4950" -3044 5.4 "Aves"
"4951" -3054 5.8 "Aves"
"4952" -3064 7.8 "Aves"
"4953" -3116 8 "Aves"
"4954" -3124 5.8 "Aves"
"4955" -3170 8.1 "Aves"
"4956" -3200 20.3 "Aves"
"4957" -3224 25.7 "Aves"
"4958" -3232 79.9 "Aves"
"4959" -3260 88.2 "Aves"
"4960" -3308 94.4 "Aves"
"4961" -3310 93.7 "Aves"
"4962" -3349 93.2 "Aves"
"4963" -3374 92.9 "Aves"
"4964" -3444 87.2 "Aves"
"4965" -3447 67.5 "Aves"
"4966" -3490 71.4 "Aves"
"4967" -3518 64.2 "Aves"
"4968" -3534 80.5 "Aves"
"4969" -3536 92.9 "Aves"
"4970" -3553 93.9 "Aves"
"4971" -3556 93.8 "Aves"
"4972" -3776 94 "Aves"
"4973" -3781 95.6 "Aves"
"4974" -3793 96.5 "Aves"
"4975" -3795 96.5 "Aves"
"4976" -3842 96 "Aves"
"4977" -3854 94.3 "Aves"
"4978" -3877 94.5 "Aves"
"4979" -3883 93.7 "Aves"
"4980" -3887 87.4 "Aves"
"4981" -3945 90.1 "Aves"
"4982" -4009 92.2 "Aves"
"4983" -4031 90.9 "Aves"
"4984" -4039 45.8 "Aves"
"4985" -4118 84 "Aves"
"4986" -4187 87.7 "Aves"
"4987" -4264 79.5 "Aves"
"4988" -4268 72.2 "Aves"
"4989" -4283 71.7 "Aves"
"4990" -4294 77.3 "Aves"
"4991" -4300 72.1 "Aves"
"4992" -4354 13 "Aves"
"4993" -4394 54.5 "Aves"
"4994" -4442 59.5 "Aves"
"4995" -4559 70.6 "Aves"
"4996" -4564 72.6 "Aves"
"4997" -4568 80.7 "Aves"
"4998" -4627 85.9 "Aves"
"4999" -4637 87.1 "Aves"
"5000" -4643 92.4 "Aves"
"5001" -4660 92.4 "Aves"
"5002" -4743 79.1 "Aves"
"5003" -4901 78.8 "Aves"
"5004" -4991 83 "Aves"
"5005" -5009 79.7 "Aves"
"5006" -5058 69.7 "Aves"
"5007" -5076 54.6 "Aves"
"5008" -5103 29.5 "Aves"
"5009" -5116 71.2 "Aves"
"5010" -5156 70.7 "Aves"
"5011" -5175 80.1 "Aves"
"5012" -5221 81 "Aves"
"5013" -5251 85.4 "Aves"
"5014" -5324 83.1 "Aves"
"5015" -5331 78.4 "Aves"
"5016" -5335 84.2 "Aves"
"5017" -5358 86.8 "Aves"
"5018" -5361 90.3 "Aves"
"5019" -5363 78.3 "Aves"
"5020" -5375 60.8 "Aves"
"5021" -5396 48.4 "Aves"
"5022" -5416 15.6 "Aves"
"5023" -5439 5.4 "Aves"
"5024" -5468 9.6 "Aves"
"5025" -5495 55.6 "Aves"
"5026" -5502 73.4 "Aves"
"5027" -5519 41.5 "Aves"
"5028" -5521 75.2 "Aves"
"5029" -5523 75.2 "Aves"
"5030" -5547 79.1 "Aves"
"5031" -5574 76.8 "Aves"
"5032" -5600 42.6 "Aves"
"5033" -5609 20.8 "Aves"
"5034" -5637 11 "Aves"
"5035" -5650 26.9 "Aves"
"5036" -5659 36.9 "Aves"
"5037" -5687 53.4 "Aves"
"5038" -5780 65.8 "Aves"
"5039" -5848 89.5 "Aves"
"5040" -5878 91.3 "Aves"
"5041" -5884 93.5 "Aves"
"5042" -5917 95.1 "Aves"
"5043" -5924 94.8 "Aves"
"5044" -5935 95.1 "Aves"
"5045" -5939 95.5 "Aves"
"5046" -5955 95 "Aves"
"5047" -5961 95.6 "Aves"
"5048" -5964 95.9 "Aves"
"5049" -5974 95.3 "Aves"
"5050" -6006 95 "Aves"
"5051" -6010 95.5 "Aves"
"5052" -6019 95.9 "Aves"
"5053" -6028 95.9 "Aves"
"5054" -6032 95.6 "Aves"
"5055" -6036 95.5 "Aves"
"5056" -6041 95.4 "Aves"
"5057" -6090 90.5 "Aves"
"5058" -6093 87.3 "Aves"
"5059" -6096 87.4 "Aves"
"5060" -6102 89 "Aves"
"5061" -6104 94.8 "Aves"
"5062" -6111 95.7 "Aves"
"5063" -6122 95.7 "Aves"
"5064" -6128 95.7 "Aves"
"5065" -6132 95.8 "Aves"
"5066" -6137 96.1 "Aves"
"5067" -6149 96.4 "Aves"
"5068" -6152 96.2 "Aves"
"5069" -6158 96.1 "Aves"
"5070" -6185 95.9 "Aves"
"5071" -6203 95.4 "Aves"
"5072" -6226 94.1 "Aves"
"5073" -6233 94.4 "Aves"
"5074" -6247 93.9 "Aves"
"5075" -6275 49.4 "Aves"
"5076" -6281 94.3 "Aves"
"5077" -6286 97.3 "Aves"
"5078" -6288 96.8 "Aves"
"5079" -6294 96.4 "Aves"
"5080" -6300 96.4 "Aves"
"5081" -6311 96.5 "Aves"
"5082" -6319 96.7 "Aves"
"5083" -6325 96.6 "Aves"
"5084" -6352 96.5 "Aves"
"5085" -6378 95.8 "Aves"
"5086" -6389 93.5 "Aves"
"5087" -6392 92.7 "Aves"
"5088" -6420 95 "Aves"
"5089" -6436 94.8 "Aves"
"5090" -6453 96.2 "Aves"
"5091" -6455 96.7 "Aves"
"5092" -6474 95.1 "Aves"
"5093" -6629 95.4 "Aves"
"5094" -6639 95.3 "Aves"
"5095" -6647 92.3 "Aves"
"5096" -6665 71 "Aves"
"5097" -6674 54.8 "Aves"
"5098" -6704 45.6 "Aves"
"5099" -6756 55.6 "Aves"
"5100" -6819 73.6 "Aves"
"5101" -6868 89.1 "Aves"
"5102" -6871 93.4 "Aves"
"5103" -6977 90.4 "Aves"
"5104" -7033 87.7 "Aves"
"5105" -7152 81.1 "Aves"
"5106" -7362 89.6 "Aves"
"5107" -7369 39.4 "Aves"
"5108" -7379 33.3 "Aves"
"5109" -7396 86.5 "Aves"
"5110" -7492 88.2 "Aves"
"5111" -7533 91.4 "Aves"
"5112" -7618 91.2 "Aves"
"5113" -7638 92.3 "Aves"
"5114" -7664 48.1 "Aves"
"5115" -7668 92.8 "Aves"
"5116" -7715 94 "Aves"
"5117" -7739 93 "Aves"
"5118" -7745 93.4 "Aves"
"5119" -7756 94.4 "Aves"
"5120" -7779 94.7 "Aves"
"5121" -7800 94.9 "Aves"
"5122" -7814 95.3 "Aves"
"5123" -7825 94.2 "Aves"
"5124" -7844 54.1 "Aves"
"5125" -7867 55.9 "Aves"
"5126" -7888 91.5 "Aves"
"5127" -7902 90.3 "Aves"
"5128" -7997 86.6 "Aves"
"5129" -8034 70.8 "Aves"
"5130" -8062 68.1 "Aves"
"5131" -8089 66.6 "Aves"
"5132" -8196 88 "Aves"
"5133" -8214 93 "Aves"
"5134" -8244 93.2 "Aves"
"5135" -8284 80.7 "Aves"
"5136" -8333 54.3 "Aves"
"5137" -8383 4.3 "Aves"
"5138" -8443 18.8 "Aves"
"5139" -8463 20.4 "Aves"
"5140" -8481 15.4 "Aves"
"5141" -8501 33.4 "Aves"
"5142" -8538 50.4 "Aves"
"5143" -8566 59.3 "Aves"
"5144" -8568 35.8 "Aves"
"5145" -8630 82.5 "Aves"
"5146" -8639 88 "Aves"
"5147" -8655 94.8 "Aves"
"5148" -8679 95.1 "Aves"
"5149" -8682 95.1 "Aves"
"5150" -8688 95.2 "Aves"
"5151" -8722 94.8 "Aves"
"5152" -8728 94.4 "Aves"
"5153" -8815 94.9 "Aves"
"5154" -8837 87.6 "Aves"
"5155" -8845 83.5 "Aves"
"5156" -8872 86.2 "Aves"
"5157" -8899 87.3 "Aves"
"5158" -8921 91 "Aves"
"5159" -8928 51.8 "Aves"
"5160" -8980 86 "Aves"
"5161" -9091 92.1 "Aves"
"5162" -9117 88.1 "Aves"
"5163" -9124 73.3 "Aves"
"5164" -9152 65.4 "Aves"
"5165" -9156 66 "Aves"
"5166" -9191 58 "Aves"
"5167" -9209 45.8 "Aves"
"5168" -9258 23.6 "Aves"
"5169" -9269 4.5 "Aves"
"5170" -9286 10.7 "Aves"
"5171" -9353 11.6 "Aves"
"5172" -9386 11 "Aves"
"5173" -9445 24.9 "Aves"
"5174" -9449 25.7 "Aves"
"5175" -9452 18.3 "Aves"
"5176" -9481 21.4 "Aves"
"5177" -9498 21.9 "Aves"
"5178" -9525 22.4 "Aves"
"5179" -9573 32.1 "Aves"
"5180" -9579 40.8 "Aves"
"5181" -9644 55.7 "Aves"
"5182" -9661 64.5 "Aves"
"5183" -9671 89 "Aves"
"5184" -9697 57.9 "Aves"
"5185" -9703 54.8 "Aves"
"5186" -9757 94.9 "Aves"
"5187" -9783 89.1 "Aves"
"5188" -9788 92.9 "Aves"
"5189" -9835 93.2 "Aves"
"5190" -9915 92.2 "Aves"
"5191" -9923 94.3 "Aves"
"5192" -9929 93.9 "Aves"
"5193" -9935 94.2 "Aves"
"5194" -9939 95.2 "Aves"
"5195" -9962 95.1 "Aves"
"5196" -9991 95.9 "Aves"
"5197" -9986 52.6 "Aves"
"5198" -9920 94.7 "Aves"
"5199" -9793 93.2 "Aves"
"5200" -9787 94.2 "Aves"
"5201" -9778 94.9 "Aves"
"5202" -9748 94.7 "Aves"
"5203" -9658 95.7 "Aves"
"5204" -9644 94.9 "Aves"
"5205" -9561 94.7 "Aves"
"5206" -9548 93.7 "Aves"
"5207" -9183 29.2 "Aves"
"5208" -9173 51.8 "Aves"
"5209" -9150 55.5 "Aves"
"5210" -9120 60.8 "Aves"
"5211" -9115 59.4 "Aves"
"5212" -9106 48.9 "Aves"
"5213" -9099 47.6 "Aves"
"5214" -9072 59.1 "Aves"
"5215" -9013 75.9 "Aves"
"5216" -8963 85.9 "Aves"
"5217" -8904 82.2 "Aves"
"5218" -8885 82.2 "Aves"
"5219" -8838 85 "Aves"
"5220" -8834 87.9 "Aves"
"5221" -8801 89.2 "Aves"
"5222" -8773 87 "Aves"
"5223" -8755 89.4 "Aves"
"5224" -8741 91.2 "Aves"
"5225" -8723 94.9 "Aves"
"5226" -8711 94.3 "Aves"
"5227" -8708 91.5 "Aves"
"5228" -8699 94.9 "Aves"
"5229" -8697 96.1 "Aves"
"5230" -8687 94.8 "Aves"
"5231" -8638 95.2 "Aves"
"5232" -8600 93.1 "Aves"
"5233" -8584 93.2 "Aves"
"5234" -8577 95.1 "Aves"
"5235" -8547 95.8 "Aves"
"5236" -8508 96 "Aves"
"5237" -8466 96.1 "Aves"
"5238" -8373 95.9 "Aves"
"5239" -8364 95.6 "Aves"
"5240" -8336 90.9 "Aves"
"5241" -8315 82.2 "Aves"
"5242" -8310 77.9 "Aves"
"5243" -8294 63.5 "Aves"
"5244" -8268 43.6 "Aves"
"5245" -8203 10.4 "Aves"
"5246" -8133 4.6 "Aves"
"5247" -8080 3.5 "Aves"
"5248" -8063 3.1 "Aves"
"5249" -8053 3 "Aves"
"5250" -7995 2.7 "Aves"
"5251" -7961 3.1 "Aves"
"5252" -7918 2.8 "Aves"
"5253" -7760 3 "Aves"
"5254" -7753 3.1 "Aves"
"5255" -7631 3.2 "Aves"
"5256" -7562 3 "Aves"
"5257" -7524 3.1 "Aves"
"5258" -7506 3.1 "Aves"
"5259" -7470 3.4 "Aves"
"5260" -7430 2.9 "Aves"
"5261" -7382 3 "Aves"
"5262" -7215 3.1 "Aves"
"5263" -7145 2.8 "Aves"
"5264" -7132 3.1 "Aves"
"5265" -7120 3 "Aves"
"5266" -7093 3 "Aves"
"5267" -7086 3.1 "Aves"
"5268" -7081 3.7 "Aves"
"5269" -7076 5.4 "Aves"
"5270" -6987 12.7 "Aves"
"5271" -6977 23 "Aves"
"5272" -6968 37.5 "Aves"
"5273" -6926 38.4 "Aves"
"5274" -6846 36 "Aves"
"5275" -6838 31.4 "Aves"
"5276" -6830 43.9 "Aves"
"5277" -6823 46.5 "Aves"
"5278" -6761 25.7 "Aves"
"5279" -6700 23.3 "Aves"
"5280" -6614 5.2 "Aves"
"5281" -6588 3.2 "Aves"
"5282" -6542 2.8 "Aves"
"5283" -6501 3 "Aves"
"5284" -6458 2.4 "Aves"
"5285" -6398 2.9 "Aves"
"5286" -6371 5 "Aves"
"5287" -6162 92.2 "Aves"
"5288" -6021 93.8 "Aves"
"5289" -6009 94.8 "Aves"
"5290" -5988 93.8 "Aves"
"5291" -5985 95.9 "Aves"
"5292" -5974 95.1 "Aves"
"5293" -5957 95.2 "Aves"
"5294" -5943 94.4 "Aves"
"5295" -5909 93.5 "Aves"
"5296" -5769 93.3 "Aves"
"5297" -5761 91.4 "Aves"
"5298" -5752 90.4 "Aves"
"5299" -5747 90.6 "Aves"
"5300" -5731 93.7 "Aves"
"5301" -5725 94.5 "Aves"
"5302" -5685 92.6 "Aves"
"5303" -5623 78.8 "Aves"
"5304" -5601 79.2 "Aves"
"5305" -5572 66 "Aves"
"5306" -5437 62.5 "Aves"
"5307" -5384 69.4 "Aves"
"5308" -5366 82.1 "Aves"
"5309" -5363 81 "Aves"
"5310" -5343 86.3 "Aves"
"5311" -5152 90.6 "Aves"
"5312" -5147 85.2 "Aves"
"5313" -5143 84.1 "Aves"
"5314" -5108 83.1 "Aves"
"5315" -5087 84 "Aves"
"5316" -5029 80.2 "Aves"
"5317" -4905 55.4 "Aves"
"5318" -4902 53.7 "Aves"
"5319" -4900 72.5 "Aves"
"5320" -4882 77.1 "Aves"
"5321" -4842 39.9 "Aves"
"5322" -4787 69 "Aves"
"5323" -4752 54.2 "Aves"
"5324" -4737 39.2 "Aves"
"5325" -4721 40.5 "Aves"
"5326" -4704 25.8 "Aves"
"5327" -4670 21.8 "Aves"
"5328" -4633 31.1 "Aves"
"5329" -4628 48.5 "Aves"
"5330" -4602 72 "Aves"
"5331" -4546 89.7 "Aves"
"5332" -4523 88.7 "Aves"
"5333" -4508 92.8 "Aves"
"5334" -4461 93.8 "Aves"
"5335" -4438 92.4 "Aves"
"5336" -4400 88.8 "Aves"
"5337" -4378 78.6 "Aves"
"5338" -4376 84 "Aves"
"5339" -4313 64 "Aves"
"5340" -4243 66.6 "Aves"
"5341" -4189 78.5 "Aves"
"5342" -4120 78.8 "Aves"
"5343" -4061 90.6 "Aves"
"5344" -4054 91.1 "Aves"
"5345" -3952 90.3 "Aves"
"5346" -3904 91 "Aves"
"5347" -3866 87 "Aves"
"5348" -3795 82.9 "Aves"
"5349" -3747 85.8 "Aves"
"5350" -3686 67.2 "Aves"
"5351" -3666 61.5 "Aves"
"5352" -3653 50.6 "Aves"
"5353" -3603 42.4 "Aves"
"5354" -3495 45 "Aves"
"5355" -3435 43.7 "Aves"
"5356" -3427 47.5 "Aves"
"5357" -3406 49.8 "Aves"
"5358" -3387 50.7 "Aves"
"5359" -3358 48 "Aves"
"5360" -3353 47.4 "Aves"
"5361" -3340 42 "Aves"
"5362" -3276 50.8 "Aves"
"5363" -3248 62.8 "Aves"
"5364" -3089 78 "Aves"
"5365" -3064 86 "Aves"
"5366" -3024 81.5 "Aves"
"5367" -3020 73.2 "Aves"
"5368" -3008 56.3 "Aves"
"5369" -2985 40.4 "Aves"
"5370" -2886 29 "Aves"
"5371" -2879 7.8 "Aves"
"5372" -2842 3.8 "Aves"
"5373" -2833 2.9 "Aves"
"5374" -2825 2.8 "Aves"
"5375" -2815 3 "Aves"
"5376" -2781 3.1 "Aves"
"5377" -2771 3.1 "Aves"
"5378" -2763 2.9 "Aves"
"5379" -2759 3.1 "Aves"
"5380" -2752 3.2 "Aves"
"5381" -2739 3.3 "Aves"
"5382" -2719 3.6 "Aves"
"5383" -2697 3.4 "Aves"
"5384" -2687 3.4 "Aves"
"5385" -2684 3.7 "Aves"
"5386" -2681 3.6 "Aves"
"5387" -2677 3.8 "Aves"
"5388" -2673 3.9 "Aves"
"5389" -2664 3.6 "Aves"
"5390" -2649 3.8 "Aves"
"5391" -2640 3.4 "Aves"
"5392" -2624 3.7 "Aves"
"5393" -2604 3.9 "Aves"
"5394" -2589 3.6 "Aves"
"5395" -2586 4.6 "Aves"
"5396" -2509 9 "Aves"
"5397" -2486 25.1 "Aves"
"5398" -2470 38.6 "Aves"
"5399" -2461 41 "Aves"
"5400" -2389 37.4 "Aves"
"5401" -2368 48.9 "Aves"
"5402" -2357 61.4 "Aves"
"5403" -2320 85 "Aves"
"5404" -2235 91.8 "Aves"
"5405" -2222 95 "Aves"
"5406" -2220 95.9 "Aves"
"5407" -2161 94.5 "Aves"
"5408" -2119 95.3 "Aves"
"5409" -2098 95.4 "Aves"
"5410" -2077 94.3 "Aves"
"5411" -2033 94 "Aves"
"5412" -2027 93.6 "Aves"
"5413" -1998 95.1 "Aves"
"5414" -1971 95.7 "Aves"
"5415" -1952 95.6 "Aves"
"5416" -1941 95.8 "Aves"
"5417" -1927 95.8 "Aves"
"5418" -1867 96.3 "Aves"
"5419" -1833 96.5 "Aves"
"5420" -1783 96.4 "Aves"
"5421" -1657 96.4 "Aves"
"5422" -1631 95.9 "Aves"
"5423" -1624 95.7 "Aves"
"5424" -1531 95.4 "Aves"
"5425" -1444 92.5 "Aves"
"5426" -1425 92.2 "Aves"
"5427" -1390 94.8 "Aves"
"5428" -1384 93.8 "Aves"
"5429" -1357 90.7 "Aves"
"5430" -1328 90.6 "Aves"
"5431" -1280 78.9 "Aves"
"5432" -1275 63.2 "Aves"
"5433" -1257 60.6 "Aves"
"5434" -1205 64.9 "Aves"
"5435" -1196 87.2 "Aves"
"5436" -1171 90 "Aves"
"5437" -1114 95 "Aves"
"5438" -1112 96.1 "Aves"
"5439" -1108 95.1 "Aves"
"5440" -1090 94.7 "Aves"
"5441" -1063 94.1 "Aves"
"5442" -1057 92 "Aves"
"5443" -1045 90.3 "Aves"
"5444" -1032 83.1 "Aves"
"5445" -1021 41.5 "Aves"
"5446" -984 53 "Aves"
"5447" -969 49 "Aves"
"5448" -962 37.9 "Aves"
"5449" -884 37.9 "Aves"
"5450" -860 40 "Aves"
"5451" -794 45 "Aves"
"5452" -790 45.6 "Aves"
"5453" -779 34.5 "Aves"
"5454" -769 25.4 "Aves"
"5455" -767 15.3 "Aves"
"5456" -764 4.8 "Aves"
"5457" -757 3.4 "Aves"
"5458" -711 3.3 "Aves"
"5459" -703 3.2 "Aves"
"5460" -672 2.9 "Aves"
"5461" -660 3 "Aves"
"5462" -617 3.1 "Aves"
"5463" -581 2.8 "Aves"
"5464" -533 3.2 "Aves"
"5465" -518 3.3 "Aves"
"5466" -507 3.1 "Aves"
"5467" -477 3.2 "Aves"
"5468" -469 3.5 "Aves"
"5469" -458 3.1 "Aves"
"5470" -434 3.2 "Aves"
"5471" -393 3.2 "Aves"
"5472" -376 3.1 "Aves"
"5473" -360 3.3 "Aves"
"5474" -354 2.7 "Aves"
"5475" -351 3.2 "Aves"
"5476" -349 2.9 "Aves"
"5477" -342 3.2 "Aves"
"5478" -340 3.7 "Aves"
"5479" -333 3.1 "Aves"
"5480" -328 3.1 "Aves"
"5481" -318 3 "Aves"
"5482" -261 3 "Aves"
"5483" -254 3.4 "Aves"
"5484" -244 3.4 "Aves"
"5485" -206 3 "Aves"
"5486" -199 3.3 "Aves"
"5487" -189 3.3 "Aves"
"5488" -186 3.3 "Aves"
"5489" -184 4.1 "Aves"
"5490" -182 4.1 "Aves"
"5491" -180 3.6 "Aves"
"5492" -177 2.8 "Aves"
"5493" -173 2.8 "Aves"
"5494" -168 2.5 "Aves"
"5495" -165 2.7 "Aves"
"5496" -163 2.9 "Aves"
"5497" -159 4 "Aves"
"5498" -155 3 "Aves"
"5499" -153 3.6 "Aves"
"5500" -151 4 "Aves"
"5501" -147 3.2 "Aves"
"5502" -144 2.7 "Aves"
"5503" -131 2.7 "Aves"
"5504" -126 3 "Aves"
"5505" -121 2.9 "Aves"
"5506" -116 3.4 "Aves"
"5507" -107 3.3 "Aves"
"5508" -102 3.4 "Aves"
"5509" -86 3.5 "Aves"
"5510" -83 3.5 "Aves"
"5511" -81 3.4 "Aves"
"5512" -76 3.9 "Aves"
"5513" -57 3.6 "Aves"
"5514" -52 3.3 "Aves"
"5515" -49 3.1 "Aves"
"5516" -46 3.5 "Aves"
"5517" -43 3.3 "Aves"
"5518" -40 3.5 "Aves"
"5519" -25 3.5 "Aves"
"5520" -20 3.1 "Aves"
"5521" -16 3.6 "Aves"
"5522" -13 3.7 "Aves"
"5523" -9 3.5 "Aves"
"5524" -2 3.7 "Aves"
"5525" 3 3.7 "Aves"
"5526" 25 3.7 "Aves"
"5527" 27 4.1 "Aves"
"5528" 29 4.3 "Aves"
"5529" 31 3.7 "Aves"
"5530" 36 3.1 "Aves"
"5531" 42 2.9 "Aves"
"5532" 45 2.5 "Aves"
"5533" 48 2.9 "Aves"
"5534" 53 3.2 "Aves"
"5535" 55 3.3 "Aves"
"5536" 58 3.7 "Aves"
"5537" 62 3.5 "Aves"
"5538" 67 3.1 "Aves"
"5539" 73 3.2 "Aves"
"5540" 89 3.1 "Aves"
"5541" 99 3.3 "Aves"
"5542" 113 3.6 "Aves"
"5543" 124 3.4 "Aves"
"5544" 135 3.4 "Aves"
"5545" 138 3.2 "Aves"
"5546" 181 3 "Aves"
"5547" 198 3.2 "Aves"
"5548" 234 2.7 "Aves"
"5549" 242 3 "Aves"
"5550" 246 3.2 "Aves"
"5551" 282 3.5 "Aves"
"5552" 330 3.2 "Aves"
"5553" 373 3.6 "Aves"
"5554" 399 3.4 "Aves"
"5555" 403 3.1 "Aves"
"5556" 411 2.8 "Aves"
"5557" 422 3.3 "Aves"
"5558" 427 3.6 "Aves"
"5559" 440 3.2 "Aves"
"5560" 447 3.1 "Aves"
"5561" 459 3.4 "Aves"
"5562" 461 3.2 "Aves"
"5563" 478 3.5 "Aves"
"5564" 480 3.9 "Aves"
"5565" 500 3.3 "Aves"
"5566" 503 3 "Aves"
"5567" 518 2.9 "Aves"
"5568" 527 3.3 "Aves"
"5569" 529 3.3 "Aves"
"5570" 532 3.7 "Aves"
"5571" 550 3.4 "Aves"
"5572" 560 3.4 "Aves"
"5573" 585 3.5 "Aves"
"5574" 589 3.1 "Aves"
"5575" 609 3.3 "Aves"
"5576" 639 3.1 "Aves"
"5577" 651 3.3 "Aves"
"5578" 658 3.6 "Aves"
"5579" 672 3.3 "Aves"
"5580" 692 3.4 "Aves"
"5581" 720 3.1 "Aves"
"5582" 726 3 "Aves"
"5583" 728 3 "Aves"
"5584" 735 3.3 "Aves"
"5585" 758 3.4 "Aves"
"5586" 762 2.8 "Aves"
"5587" 780 3 "Aves"
"5588" 790 3.3 "Aves"
"5589" 793 2.5 "Aves"
"5590" 806 3.2 "Aves"
"5591" 808 3.3 "Aves"
"5592" 829 3.5 "Aves"
"5593" 832 3.3 "Aves"
"5594" 838 3 "Aves"
"5595" 844 2.9 "Aves"
"5596" 847 3 "Aves"
"5597" 853 3.2 "Aves"
"5598" 864 3.4 "Aves"
"5599" 903 3.1 "Aves"
"5600" 911 3.1 "Aves"
"5601" 914 3.2 "Aves"
"5602" 928 3.4 "Aves"
"5603" 939 3.4 "Aves"
"5604" 948 3.4 "Aves"
"5605" 953 3.4 "Aves"
"5606" 965 3.4 "Aves"
"5607" 980 3.1 "Aves"
"5608" 986 3.3 "Aves"
"5609" 993 3 "Aves"
"5610" 1005 3.2 "Aves"
"5611" 1022 3.1 "Aves"
"5612" 1030 3.2 "Aves"
"5613" 1036 3.2 "Aves"
"5614" 1043 3.3 "Aves"
"5615" 1045 3.2 "Aves"
"5616" 1048 3.8 "Aves"
"5617" 1050 3.8 "Aves"
"5618" 1082 3.4 "Aves"
"5619" 1090 3 "Aves"
"5620" 1092 3.1 "Aves"
"5621" 1119 3.7 "Aves"
"5622" 1121 4.2 "Aves"
"5623" 1123 3.8 "Aves"
"5624" 1126 3.4 "Aves"
"5625" 1136 2.9 "Aves"
"5626" 1140 2.8 "Aves"
"5627" 1146 3.2 "Aves"
"5628" 1158 3 "Aves"
"5629" 1162 3.7 "Aves"
"5630" 1165 3.7 "Aves"
"5631" 1169 3.7 "Aves"
"5632" 1174 4 "Aves"
"5633" 1179 4 "Aves"
"5634" 1184 3.8 "Aves"
"5635" 1187 3.9 "Aves"
"5636" 1190 3.7 "Aves"
"5637" 1221 3.7 "Aves"
"5638" 1224 3.6 "Aves"
"5639" 1230 3.5 "Aves"
"5640" 1233 3.1 "Aves"
"5641" 1240 3.1 "Aves"
"5642" 1261 3.2 "Aves"
"5643" 1270 3.1 "Aves"
"5644" 1274 3.1 "Aves"
"5645" 1295 3.4 "Aves"
"5646" 1325 3.4 "Aves"
"5647" 1329 3.2 "Aves"
"5648" 1347 3.1 "Aves"
"5649" 1362 3.2 "Aves"
"5650" 1368 3.3 "Aves"
"5651" 1371 3.3 "Aves"
"5652" 1377 3.5 "Aves"
"5653" 1387 3.4 "Aves"
"5654" 1400 3.2 "Aves"
"5655" 1407 3.2 "Aves"
"5656" 1414 3.2 "Aves"
"5657" 1444 3.1 "Aves"
"5658" 1499 2.7 "Aves"
"5659" 1544 3.3 "Aves"
"5660" 1772 4.1 "Aves"
"5661" 1829 7.7 "Aves"
"5662" 2081 26 "Aves"
"5663" 2587 94.7 "Aves"
"5664" 2655 93.2 "Aves"
"5665" 2677 94 "Aves"
"5666" 2695 95.1 "Aves"
"5667" 2705 94.4 "Aves"
"5668" 2776 92.5 "Aves"
"5669" 2805 92.8 "Aves"
"5670" 3016 6.2 "Aves"
"5671" 3048 7.4 "Aves"
"5672" 3329 41.8 "Aves"
"5673" 3740 5 "Aves"
"5674" 3748 4.6 "Aves"
"5675" 3759 3.2 "Aves"
"5676" 3773 3.6 "Aves"
"5677" 3815 5.4 "Aves"
"5678" 3823 19.3 "Aves"
"5679" 3843 33.8 "Aves"
"5680" 3915 43.6 "Aves"
"5681" 3934 45.1 "Aves"
"5682" 3951 50.2 "Aves"
"5683" 4004 55.3 "Aves"
"5684" 4018 55.2 "Aves"
"5685" 4063 45.6 "Aves"
"5686" 4135 35.2 "Aves"
"5687" 4139 33.1 "Aves"
