"mp" "length" "chromosome" "type" "genome_id" "prop"
"5103" 22.7 108 "chrY" "GC" "hs1" 3.49708498424981e-08
"5104" 22.8 1098 "chr1" "GC" "hs1" 3.55536973398731e-07
"5105" 22.8 604 "chr10" "GC" "hs1" 1.95577715785823e-07
"5106" 22.8 724 "chr11" "GC" "hs1" 2.34434215610821e-07
"5107" 22.8 546 "chr12" "GC" "hs1" 1.76797074203741e-07
"5108" 22.8 492 "chr13" "GC" "hs1" 1.59311649282492e-07
"5109" 22.8 410 "chr14" "GC" "hs1" 1.3275970773541e-07
"5110" 22.8 430 "chr15" "GC" "hs1" 1.39235791039576e-07
"5111" 22.8 454 "chr16" "GC" "hs1" 1.47007091004576e-07
"5112" 22.8 388 "chr17" "GC" "hs1" 1.25636016100827e-07
"5113" 22.8 334 "chr18" "GC" "hs1" 1.08150591179578e-07
"5114" 22.8 318 "chr19" "GC" "hs1" 1.02969724536245e-07
"5115" 22.8 1046 "chr2" "GC" "hs1" 3.38699156807899e-07
"5116" 22.8 414 "chr20" "GC" "hs1" 1.34054924396243e-07
"5117" 22.8 220 "chr21" "GC" "hs1" 7.12369163458295e-08
"5118" 22.8 210 "chr22" "GC" "hs1" 6.79988746937464e-08
"5119" 22.8 848 "chr3" "GC" "hs1" 2.74585932096652e-07
"5120" 22.8 766 "chr4" "GC" "hs1" 2.4803399054957e-07
"5121" 22.8 810 "chr5" "GC" "hs1" 2.62281373818736e-07
"5122" 22.8 706 "chr6" "GC" "hs1" 2.28605740637071e-07
"5123" 22.8 678 "chr7" "GC" "hs1" 2.19539224011238e-07
"5124" 22.8 722 "chr8" "GC" "hs1" 2.33786607280404e-07
"5125" 22.8 486 "chr9" "GC" "hs1" 1.57368824291242e-07
"5126" 22.8 522 "chrX" "GC" "hs1" 1.69025774238741e-07
"5127" 22.8 104 "chrY" "GC" "hs1" 3.36756331816649e-08
"5128" 22.9 1014 "chr1" "GC" "hs1" 3.28337423521233e-07
"5129" 22.9 624 "chr10" "GC" "hs1" 2.02053799089989e-07
"5130" 22.9 738 "chr11" "GC" "hs1" 2.38967473923737e-07
"5131" 22.9 582 "chr12" "GC" "hs1" 1.8845402415124e-07
"5132" 22.9 448 "chr13" "GC" "hs1" 1.45064266013326e-07
"5133" 22.9 404 "chr14" "GC" "hs1" 1.3081688274416e-07
"5134" 22.9 398 "chr15" "GC" "hs1" 1.2887405775291e-07
"5135" 22.9 424 "chr16" "GC" "hs1" 1.37292966048326e-07
"5136" 22.9 432 "chr17" "GC" "hs1" 1.39883399369993e-07
"5137" 22.9 382 "chr18" "GC" "hs1" 1.23693191109577e-07
"5138" 22.9 278 "chr19" "GC" "hs1" 9.00175579279119e-08
"5139" 22.9 1066 "chr2" "GC" "hs1" 3.45175240112065e-07
"5140" 22.9 354 "chr20" "GC" "hs1" 1.14626674483744e-07
"5141" 22.9 228 "chr21" "GC" "hs1" 7.38273496674961e-08
"5142" 22.9 226 "chr22" "GC" "hs1" 7.31797413370794e-08
"5143" 22.9 854 "chr3" "GC" "hs1" 2.76528757087902e-07
"5144" 22.9 870 "chr4" "GC" "hs1" 2.81709623731235e-07
"5145" 22.9 862 "chr5" "GC" "hs1" 2.79119190409568e-07
"5146" 22.9 772 "chr6" "GC" "hs1" 2.4997681554082e-07
"5147" 22.9 704 "chr7" "GC" "hs1" 2.27958132306655e-07
"5148" 22.9 792 "chr8" "GC" "hs1" 2.56452898844986e-07
"5149" 22.9 506 "chr9" "GC" "hs1" 1.63844907595408e-07
"5150" 22.9 476 "chrX" "GC" "hs1" 1.54130782639158e-07
"5151" 22.9 100 "chrY" "GC" "hs1" 3.23804165208316e-08
"5152" 23 1054 "chr1" "GC" "hs1" 3.41289590129565e-07
"5153" 23 684 "chr10" "GC" "hs1" 2.21482049002488e-07
"5154" 23 646 "chr11" "GC" "hs1" 2.09177490724572e-07
"5155" 23 574 "chr12" "GC" "hs1" 1.85863590829573e-07
"5156" 23 470 "chr13" "GC" "hs1" 1.52187957647909e-07
"5157" 23 430 "chr14" "GC" "hs1" 1.39235791039576e-07
"5158" 23 378 "chr15" "GC" "hs1" 1.22397974448743e-07
"5159" 23 476 "chr16" "GC" "hs1" 1.54130782639158e-07
"5160" 23 456 "chr17" "GC" "hs1" 1.47654699334992e-07
"5161" 23 404 "chr18" "GC" "hs1" 1.3081688274416e-07
"5162" 23 270 "chr19" "GC" "hs1" 8.74271246062453e-08
"5163" 23 1162 "chr2" "GC" "hs1" 3.76260439972063e-07
"5164" 23 370 "chr20" "GC" "hs1" 1.19807541127077e-07
"5165" 23 226 "chr21" "GC" "hs1" 7.31797413370794e-08
"5166" 23 196 "chr22" "GC" "hs1" 6.346561638083e-08
"5167" 23 786 "chr3" "GC" "hs1" 2.54510073853736e-07
"5168" 23 800 "chr4" "GC" "hs1" 2.59043332166653e-07
"5169" 23 810 "chr5" "GC" "hs1" 2.62281373818736e-07
"5170" 23 726 "chr6" "GC" "hs1" 2.35081823941237e-07
"5171" 23 674 "chr7" "GC" "hs1" 2.18244007350405e-07
"5172" 23 754 "chr8" "GC" "hs1" 2.4414834056707e-07
"5173" 23 542 "chr9" "GC" "hs1" 1.75501857542907e-07
"5174" 23 486 "chrX" "GC" "hs1" 1.57368824291242e-07
"5175" 23 84 "chrY" "GC" "hs1" 2.71995498774986e-08
"5176" 23 0.125 NA "GC" "Hypothetical" 0.00125
"5177" 23.1 1146 "chr1" "GC" "hs1" 3.7107957332873e-07
"5178" 23.1 628 "chr10" "GC" "hs1" 2.03349015750823e-07
"5179" 23.1 690 "chr11" "GC" "hs1" 2.23424873993738e-07
"5180" 23.1 570 "chr12" "GC" "hs1" 1.8456837416874e-07
"5181" 23.1 480 "chr13" "GC" "hs1" 1.55425999299992e-07
"5182" 23.1 410 "chr14" "GC" "hs1" 1.3275970773541e-07
"5183" 23.1 346 "chr15" "GC" "hs1" 1.12036241162077e-07
"5184" 23.1 422 "chr16" "GC" "hs1" 1.36645357717909e-07
"5185" 23.1 422 "chr17" "GC" "hs1" 1.36645357717909e-07
"5186" 23.1 356 "chr18" "GC" "hs1" 1.15274282814161e-07
"5187" 23.1 284 "chr19" "GC" "hs1" 9.19603829191618e-08
"5188" 23.1 1024 "chr2" "GC" "hs1" 3.31575465173316e-07
"5189" 23.1 354 "chr20" "GC" "hs1" 1.14626674483744e-07
"5190" 23.1 206 "chr21" "GC" "hs1" 6.67036580329131e-08
"5191" 23.1 228 "chr22" "GC" "hs1" 7.38273496674961e-08
"5192" 23.1 900 "chr3" "GC" "hs1" 2.91423748687484e-07
"5193" 23.1 812 "chr4" "GC" "hs1" 2.62928982149153e-07
"5194" 23.1 886 "chr5" "GC" "hs1" 2.86890490374568e-07
"5195" 23.1 700 "chr6" "GC" "hs1" 2.26662915645821e-07
"5196" 23.1 724 "chr7" "GC" "hs1" 2.34434215610821e-07
"5197" 23.1 738 "chr8" "GC" "hs1" 2.38967473923737e-07
"5198" 23.1 544 "chr9" "GC" "hs1" 1.76149465873324e-07
"5199" 23.1 486 "chrX" "GC" "hs1" 1.57368824291242e-07
"5200" 23.1 72 "chrY" "GC" "hs1" 2.33138998949988e-08
"5201" 23.2 998 "chr1" "GC" "hs1" 3.231565568779e-07
"5202" 23.2 672 "chr10" "GC" "hs1" 2.17596399019988e-07
"5203" 23.2 678 "chr11" "GC" "hs1" 2.19539224011238e-07
"5204" 23.2 576 "chr12" "GC" "hs1" 1.8651119915999e-07
"5205" 23.2 474 "chr13" "GC" "hs1" 1.53483174308742e-07
"5206" 23.2 402 "chr14" "GC" "hs1" 1.30169274413743e-07
"5207" 23.2 422 "chr15" "GC" "hs1" 1.36645357717909e-07
"5208" 23.2 438 "chr16" "GC" "hs1" 1.41826224361242e-07
"5209" 23.2 378 "chr17" "GC" "hs1" 1.22397974448743e-07
"5210" 23.2 354 "chr18" "GC" "hs1" 1.14626674483744e-07
"5211" 23.2 320 "chr19" "GC" "hs1" 1.03617332866661e-07
"5212" 23.2 1108 "chr2" "GC" "hs1" 3.58775015050814e-07
"5213" 23.2 366 "chr20" "GC" "hs1" 1.18512324466244e-07
"5214" 23.2 228 "chr21" "GC" "hs1" 7.38273496674961e-08
"5215" 23.2 242 "chr22" "GC" "hs1" 7.83606079804125e-08
"5216" 23.2 868 "chr3" "GC" "hs1" 2.81062015400818e-07
"5217" 23.2 870 "chr4" "GC" "hs1" 2.81709623731235e-07
"5218" 23.2 826 "chr5" "GC" "hs1" 2.67462240462069e-07
"5219" 23.2 672 "chr6" "GC" "hs1" 2.17596399019988e-07
"5220" 23.2 698 "chr7" "GC" "hs1" 2.26015307315405e-07
"5221" 23.2 704 "chr8" "GC" "hs1" 2.27958132306655e-07
"5222" 23.2 588 "chr9" "GC" "hs1" 1.9039684914249e-07
"5223" 23.2 494 "chrX" "GC" "hs1" 1.59959257612908e-07
"5224" 23.2 70 "chrY" "GC" "hs1" 2.26662915645821e-08
"5225" 23.3 1108 "chr1" "GC" "hs1" 3.58775015050814e-07
"5226" 23.3 666 "chr10" "GC" "hs1" 2.15653574028739e-07
"5227" 23.3 614 "chr11" "GC" "hs1" 1.98815757437906e-07
"5228" 23.3 544 "chr12" "GC" "hs1" 1.76149465873324e-07
"5229" 23.3 518 "chr13" "GC" "hs1" 1.67730557577908e-07
"5230" 23.3 404 "chr14" "GC" "hs1" 1.3081688274416e-07
"5231" 23.3 386 "chr15" "GC" "hs1" 1.2498840777041e-07
"5232" 23.3 450 "chr16" "GC" "hs1" 1.45711874343742e-07
"5233" 23.3 378 "chr17" "GC" "hs1" 1.22397974448743e-07
"5234" 23.3 368 "chr18" "GC" "hs1" 1.1915993279666e-07
"5235" 23.3 298 "chr19" "GC" "hs1" 9.64936412320782e-08
"5236" 23.3 1036 "chr2" "GC" "hs1" 3.35461115155816e-07
"5237" 23.3 346 "chr20" "GC" "hs1" 1.12036241162077e-07
"5238" 23.3 166 "chr21" "GC" "hs1" 5.37514914245805e-08
"5239" 23.3 234 "chr22" "GC" "hs1" 7.5770174658746e-08
"5240" 23.3 768 "chr3" "GC" "hs1" 2.48681598879987e-07
"5241" 23.3 802 "chr4" "GC" "hs1" 2.5969094049707e-07
"5242" 23.3 798 "chr5" "GC" "hs1" 2.58395723836236e-07
"5243" 23.3 698 "chr6" "GC" "hs1" 2.26015307315405e-07
"5244" 23.3 680 "chr7" "GC" "hs1" 2.20186832341655e-07
"5245" 23.3 666 "chr8" "GC" "hs1" 2.15653574028739e-07
"5246" 23.3 528 "chr9" "GC" "hs1" 1.70968599229991e-07
"5247" 23.3 434 "chrX" "GC" "hs1" 1.40531007700409e-07
"5248" 23.3 64 "chrY" "GC" "hs1" 2.07234665733322e-08
"5249" 23.4 1064 "chr1" "GC" "hs1" 3.44527631781648e-07
"5250" 23.4 682 "chr10" "GC" "hs1" 2.20834440672072e-07
"5251" 23.4 706 "chr11" "GC" "hs1" 2.28605740637071e-07
"5252" 23.4 576 "chr12" "GC" "hs1" 1.8651119915999e-07
"5253" 23.4 486 "chr13" "GC" "hs1" 1.57368824291242e-07
"5254" 23.4 420 "chr14" "GC" "hs1" 1.35997749387493e-07
"5255" 23.4 422 "chr15" "GC" "hs1" 1.36645357717909e-07
"5256" 23.4 436 "chr16" "GC" "hs1" 1.41178616030826e-07
"5257" 23.4 404 "chr17" "GC" "hs1" 1.3081688274416e-07
"5258" 23.4 364 "chr18" "GC" "hs1" 1.17864716135827e-07
"5259" 23.4 314 "chr19" "GC" "hs1" 1.01674507875411e-07
"5260" 23.4 1074 "chr2" "GC" "hs1" 3.47765673433732e-07
"5261" 23.4 342 "chr20" "GC" "hs1" 1.10741024501244e-07
"5262" 23.4 188 "chr21" "GC" "hs1" 6.08751830591634e-08
"5263" 23.4 236 "chr22" "GC" "hs1" 7.64177829891626e-08
"5264" 23.4 814 "chr3" "GC" "hs1" 2.63576590479569e-07
"5265" 23.4 916 "chr4" "GC" "hs1" 2.96604615330818e-07
"5266" 23.4 794 "chr5" "GC" "hs1" 2.57100507175403e-07
"5267" 23.4 652 "chr6" "GC" "hs1" 2.11120315715822e-07
"5268" 23.4 718 "chr7" "GC" "hs1" 2.32491390619571e-07
"5269" 23.4 648 "chr8" "GC" "hs1" 2.09825099054989e-07
"5270" 23.4 562 "chr9" "GC" "hs1" 1.81977940847074e-07
"5271" 23.4 468 "chrX" "GC" "hs1" 1.51540349317492e-07
"5272" 23.4 80 "chrY" "GC" "hs1" 2.59043332166653e-08
"5273" 23.5 1070 "chr1" "GC" "hs1" 3.46470456772898e-07
"5274" 23.5 616 "chr10" "GC" "hs1" 1.99463365768323e-07
"5275" 23.5 612 "chr11" "GC" "hs1" 1.98168149107489e-07
"5276" 23.5 512 "chr12" "GC" "hs1" 1.65787732586658e-07
"5277" 23.5 486 "chr13" "GC" "hs1" 1.57368824291242e-07
"5278" 23.5 456 "chr14" "GC" "hs1" 1.47654699334992e-07
"5279" 23.5 380 "chr15" "GC" "hs1" 1.2304558277916e-07
"5280" 23.5 438 "chr16" "GC" "hs1" 1.41826224361242e-07
"5281" 23.5 424 "chr17" "GC" "hs1" 1.37292966048326e-07
"5282" 23.5 374 "chr18" "GC" "hs1" 1.2110275778791e-07
"5283" 23.5 318 "chr19" "GC" "hs1" 1.02969724536245e-07
"5284" 23.5 1138 "chr2" "GC" "hs1" 3.68489140007064e-07
"5285" 23.5 410 "chr20" "GC" "hs1" 1.3275970773541e-07
"5286" 23.5 208 "chr21" "GC" "hs1" 6.73512663633298e-08
"5287" 23.5 236 "chr22" "GC" "hs1" 7.64177829891626e-08
"5288" 23.5 746 "chr3" "GC" "hs1" 2.41557907245404e-07
"5289" 23.5 838 "chr4" "GC" "hs1" 2.71347890444569e-07
"5290" 23.5 846 "chr5" "GC" "hs1" 2.73938323766235e-07
"5291" 23.5 732 "chr6" "GC" "hs1" 2.37024648932487e-07
"5292" 23.5 698 "chr7" "GC" "hs1" 2.26015307315405e-07
"5293" 23.5 676 "chr8" "GC" "hs1" 2.18891615680822e-07
"5294" 23.5 590 "chr9" "GC" "hs1" 1.91044457472907e-07
"5295" 23.5 462 "chrX" "GC" "hs1" 1.49597524326242e-07
"5296" 23.5 80 "chrY" "GC" "hs1" 2.59043332166653e-08
"5297" 23.6 938 "chr1" "GC" "hs1" 3.03728306965401e-07
"5298" 23.6 638 "chr10" "GC" "hs1" 2.06587057402906e-07
"5299" 23.6 714 "chr11" "GC" "hs1" 2.31196173958738e-07
"5300" 23.6 580 "chr12" "GC" "hs1" 1.87806415820823e-07
"5301" 23.6 476 "chr13" "GC" "hs1" 1.54130782639158e-07
"5302" 23.6 362 "chr14" "GC" "hs1" 1.1721710780541e-07
"5303" 23.6 408 "chr15" "GC" "hs1" 1.32112099404993e-07
"5304" 23.6 426 "chr16" "GC" "hs1" 1.37940574378743e-07
"5305" 23.6 426 "chr17" "GC" "hs1" 1.37940574378743e-07
"5306" 23.6 338 "chr18" "GC" "hs1" 1.09445807840411e-07
"5307" 23.6 276 "chr19" "GC" "hs1" 8.93699495974953e-08
"5308" 23.6 1098 "chr2" "GC" "hs1" 3.55536973398731e-07
"5309" 23.6 322 "chr20" "GC" "hs1" 1.04264941197078e-07
"5310" 23.6 208 "chr21" "GC" "hs1" 6.73512663633298e-08
"5311" 23.6 258 "chr22" "GC" "hs1" 8.35414746237456e-08
"5312" 23.6 808 "chr3" "GC" "hs1" 2.61633765488319e-07
"5313" 23.6 858 "chr4" "GC" "hs1" 2.77823973748735e-07
"5314" 23.6 724 "chr5" "GC" "hs1" 2.34434215610821e-07
"5315" 23.6 688 "chr6" "GC" "hs1" 2.22777265663321e-07
"5316" 23.6 712 "chr7" "GC" "hs1" 2.30548565628321e-07
"5317" 23.6 784 "chr8" "GC" "hs1" 2.5386246552332e-07
"5318" 23.6 540 "chr9" "GC" "hs1" 1.74854249212491e-07
"5319" 23.6 528 "chrX" "GC" "hs1" 1.70968599229991e-07
"5320" 23.6 110 "chrY" "GC" "hs1" 3.56184581729148e-08
"5321" 23.7 1104 "chr1" "GC" "hs1" 3.57479798389981e-07
"5322" 23.7 614 "chr10" "GC" "hs1" 1.98815757437906e-07
"5323" 23.7 694 "chr11" "GC" "hs1" 2.24720090654571e-07
"5324" 23.7 600 "chr12" "GC" "hs1" 1.9428249912499e-07
"5325" 23.7 452 "chr13" "GC" "hs1" 1.46359482674159e-07
"5326" 23.7 404 "chr14" "GC" "hs1" 1.3081688274416e-07
"5327" 23.7 420 "chr15" "GC" "hs1" 1.35997749387493e-07
"5328" 23.7 456 "chr16" "GC" "hs1" 1.47654699334992e-07
"5329" 23.7 438 "chr17" "GC" "hs1" 1.41826224361242e-07
"5330" 23.7 384 "chr18" "GC" "hs1" 1.24340799439993e-07
"5331" 23.7 282 "chr19" "GC" "hs1" 9.13127745887451e-08
"5332" 23.7 1052 "chr2" "GC" "hs1" 3.40641981799149e-07
"5333" 23.7 356 "chr20" "GC" "hs1" 1.15274282814161e-07
"5334" 23.7 208 "chr21" "GC" "hs1" 6.73512663633298e-08
"5335" 23.7 266 "chr22" "GC" "hs1" 8.61319079454121e-08
"5336" 23.7 810 "chr3" "GC" "hs1" 2.62281373818736e-07
"5337" 23.7 880 "chr4" "GC" "hs1" 2.84947665383318e-07
"5338" 23.7 814 "chr5" "GC" "hs1" 2.63576590479569e-07
"5339" 23.7 718 "chr6" "GC" "hs1" 2.32491390619571e-07
"5340" 23.7 694 "chr7" "GC" "hs1" 2.24720090654571e-07
"5341" 23.7 654 "chr8" "GC" "hs1" 2.11767924046239e-07
"5342" 23.7 556 "chr9" "GC" "hs1" 1.80035115855824e-07
"5343" 23.7 478 "chrX" "GC" "hs1" 1.54778390969575e-07
"5344" 23.7 68 "chrY" "GC" "hs1" 2.20186832341655e-08
"5345" 23.8 1076 "chr1" "GC" "hs1" 3.48413281764148e-07
"5346" 23.8 618 "chr10" "GC" "hs1" 2.00110974098739e-07
"5347" 23.8 652 "chr11" "GC" "hs1" 2.11120315715822e-07
"5348" 23.8 586 "chr12" "GC" "hs1" 1.89749240812073e-07
"5349" 23.8 518 "chr13" "GC" "hs1" 1.67730557577908e-07
"5350" 23.8 436 "chr14" "GC" "hs1" 1.41178616030826e-07
"5351" 23.8 386 "chr15" "GC" "hs1" 1.2498840777041e-07
"5352" 23.8 462 "chr16" "GC" "hs1" 1.49597524326242e-07
"5353" 23.8 376 "chr17" "GC" "hs1" 1.21750366118327e-07
"5354" 23.8 408 "chr18" "GC" "hs1" 1.32112099404993e-07
"5355" 23.8 330 "chr19" "GC" "hs1" 1.06855374518744e-07
"5356" 23.8 1016 "chr2" "GC" "hs1" 3.28985031851649e-07
"5357" 23.8 406 "chr20" "GC" "hs1" 1.31464491074576e-07
"5358" 23.8 254 "chr21" "GC" "hs1" 8.22462579629123e-08
"5359" 23.8 204 "chr22" "GC" "hs1" 6.60560497024965e-08
"5360" 23.8 850 "chr3" "GC" "hs1" 2.75233540427069e-07
"5361" 23.8 968 "chr4" "GC" "hs1" 3.1344243192165e-07
"5362" 23.8 774 "chr5" "GC" "hs1" 2.50624423871237e-07
"5363" 23.8 712 "chr6" "GC" "hs1" 2.30548565628321e-07
"5364" 23.8 748 "chr7" "GC" "hs1" 2.4220551557582e-07
"5365" 23.8 676 "chr8" "GC" "hs1" 2.18891615680822e-07
"5366" 23.8 514 "chr9" "GC" "hs1" 1.66435340917074e-07
"5367" 23.8 488 "chrX" "GC" "hs1" 1.58016432621658e-07
"5368" 23.8 90 "chrY" "GC" "hs1" 2.91423748687485e-08
"5369" 23.9 980 "chr1" "GC" "hs1" 3.1732808190415e-07
"5370" 23.9 668 "chr10" "GC" "hs1" 2.16301182359155e-07
"5371" 23.9 652 "chr11" "GC" "hs1" 2.11120315715822e-07
"5372" 23.9 554 "chr12" "GC" "hs1" 1.79387507525407e-07
"5373" 23.9 470 "chr13" "GC" "hs1" 1.52187957647909e-07
"5374" 23.9 422 "chr14" "GC" "hs1" 1.36645357717909e-07
"5375" 23.9 362 "chr15" "GC" "hs1" 1.1721710780541e-07
"5376" 23.9 466 "chr16" "GC" "hs1" 1.50892740987075e-07
"5377" 23.9 408 "chr17" "GC" "hs1" 1.32112099404993e-07
"5378" 23.9 372 "chr18" "GC" "hs1" 1.20455149457494e-07
"5379" 23.9 266 "chr19" "GC" "hs1" 8.61319079454121e-08
"5380" 23.9 1134 "chr2" "GC" "hs1" 3.6719392334623e-07
"5381" 23.9 386 "chr20" "GC" "hs1" 1.2498840777041e-07
"5382" 23.9 218 "chr21" "GC" "hs1" 7.05893080154129e-08
"5383" 23.9 222 "chr22" "GC" "hs1" 7.18845246762462e-08
"5384" 23.9 812 "chr3" "GC" "hs1" 2.62928982149153e-07
"5385" 23.9 806 "chr4" "GC" "hs1" 2.60986157157903e-07
"5386" 23.9 774 "chr5" "GC" "hs1" 2.50624423871237e-07
"5387" 23.9 696 "chr6" "GC" "hs1" 2.25367698984988e-07
"5388" 23.9 702 "chr7" "GC" "hs1" 2.27310523976238e-07
"5389" 23.9 730 "chr8" "GC" "hs1" 2.36377040602071e-07
"5390" 23.9 594 "chr9" "GC" "hs1" 1.9233967413374e-07
"5391" 23.9 484 "chrX" "GC" "hs1" 1.56721215960825e-07
"5392" 23.9 98 "chrY" "GC" "hs1" 3.1732808190415e-08
"5393" 24 1042 "chr1" "GC" "hs1" 3.37403940147065e-07
"5394" 24 682 "chr10" "GC" "hs1" 2.20834440672072e-07
"5395" 24 630 "chr11" "GC" "hs1" 2.03996624081239e-07
"5396" 24 538 "chr12" "GC" "hs1" 1.74206640882074e-07
"5397" 24 436 "chr13" "GC" "hs1" 1.41178616030826e-07
"5398" 24 424 "chr14" "GC" "hs1" 1.37292966048326e-07
"5399" 24 410 "chr15" "GC" "hs1" 1.3275970773541e-07
"5400" 24 418 "chr16" "GC" "hs1" 1.35350141057076e-07
"5401" 24 476 "chr17" "GC" "hs1" 1.54130782639158e-07
"5402" 24 366 "chr18" "GC" "hs1" 1.18512324466244e-07
"5403" 24 328 "chr19" "GC" "hs1" 1.06207766188328e-07
"5404" 24 1016 "chr2" "GC" "hs1" 3.28985031851649e-07
"5405" 24 338 "chr20" "GC" "hs1" 1.09445807840411e-07
"5406" 24 196 "chr21" "GC" "hs1" 6.346561638083e-08
"5407" 24 194 "chr22" "GC" "hs1" 6.28180080504133e-08
"5408" 24 824 "chr3" "GC" "hs1" 2.66814632131652e-07
"5409" 24 804 "chr4" "GC" "hs1" 2.60338548827486e-07
"5410" 24 724 "chr5" "GC" "hs1" 2.34434215610821e-07
"5411" 24 688 "chr6" "GC" "hs1" 2.22777265663321e-07
"5412" 24 748 "chr7" "GC" "hs1" 2.4220551557582e-07
"5413" 24 780 "chr8" "GC" "hs1" 2.52567248862487e-07
"5414" 24 554 "chr9" "GC" "hs1" 1.79387507525407e-07
"5415" 24 512 "chrX" "GC" "hs1" 1.65787732586658e-07
"5416" 24 60 "chrY" "GC" "hs1" 1.9428249912499e-08
"5417" 24 0.125 NA "GC" "Hypothetical" 0.00125
"5418" 24.1 1056 "chr1" "GC" "hs1" 3.41937198459982e-07
"5419" 24.1 630 "chr10" "GC" "hs1" 2.03996624081239e-07
"5420" 24.1 704 "chr11" "GC" "hs1" 2.27958132306655e-07
"5421" 24.1 584 "chr12" "GC" "hs1" 1.89101632481657e-07
"5422" 24.1 434 "chr13" "GC" "hs1" 1.40531007700409e-07
"5423" 24.1 386 "chr14" "GC" "hs1" 1.2498840777041e-07
"5424" 24.1 364 "chr15" "GC" "hs1" 1.17864716135827e-07
"5425" 24.1 416 "chr16" "GC" "hs1" 1.3470253272666e-07
"5426" 24.1 362 "chr17" "GC" "hs1" 1.1721710780541e-07
"5427" 24.1 378 "chr18" "GC" "hs1" 1.22397974448743e-07
"5428" 24.1 292 "chr19" "GC" "hs1" 9.45508162408283e-08
"5429" 24.1 1096 "chr2" "GC" "hs1" 3.54889365068314e-07
"5430" 24.1 386 "chr20" "GC" "hs1" 1.2498840777041e-07
"5431" 24.1 192 "chr21" "GC" "hs1" 6.21703997199967e-08
"5432" 24.1 236 "chr22" "GC" "hs1" 7.64177829891626e-08
"5433" 24.1 848 "chr3" "GC" "hs1" 2.74585932096652e-07
"5434" 24.1 922 "chr4" "GC" "hs1" 2.98547440322067e-07
"5435" 24.1 886 "chr5" "GC" "hs1" 2.86890490374568e-07
"5436" 24.1 662 "chr6" "GC" "hs1" 2.14358357367905e-07
"5437" 24.1 732 "chr7" "GC" "hs1" 2.37024648932487e-07
"5438" 24.1 692 "chr8" "GC" "hs1" 2.24072482324155e-07
"5439" 24.1 550 "chr9" "GC" "hs1" 1.78092290864574e-07
"5440" 24.1 512 "chrX" "GC" "hs1" 1.65787732586658e-07
"5441" 24.1 72 "chrY" "GC" "hs1" 2.33138998949988e-08
"5442" 24.2 1102 "chr1" "GC" "hs1" 3.56832190059564e-07
"5443" 24.2 632 "chr10" "GC" "hs1" 2.04644232411656e-07
"5444" 24.2 642 "chr11" "GC" "hs1" 2.07882274063739e-07
"5445" 24.2 594 "chr12" "GC" "hs1" 1.9233967413374e-07
"5446" 24.2 438 "chr13" "GC" "hs1" 1.41826224361242e-07
"5447" 24.2 396 "chr14" "GC" "hs1" 1.28226449422493e-07
"5448" 24.2 386 "chr15" "GC" "hs1" 1.2498840777041e-07
"5449" 24.2 488 "chr16" "GC" "hs1" 1.58016432621658e-07
"5450" 24.2 388 "chr17" "GC" "hs1" 1.25636016100827e-07
"5451" 24.2 414 "chr18" "GC" "hs1" 1.34054924396243e-07
"5452" 24.2 294 "chr19" "GC" "hs1" 9.51984245712449e-08
"5453" 24.2 1088 "chr2" "GC" "hs1" 3.52298931746648e-07
"5454" 24.2 376 "chr20" "GC" "hs1" 1.21750366118327e-07
"5455" 24.2 240 "chr21" "GC" "hs1" 7.77129996499959e-08
"5456" 24.2 252 "chr22" "GC" "hs1" 8.15986496324957e-08
"5457" 24.2 838 "chr3" "GC" "hs1" 2.71347890444569e-07
"5458" 24.2 896 "chr4" "GC" "hs1" 2.90128532026651e-07
"5459" 24.2 756 "chr5" "GC" "hs1" 2.44795948897487e-07
"5460" 24.2 714 "chr6" "GC" "hs1" 2.31196173958738e-07
"5461" 24.2 658 "chr7" "GC" "hs1" 2.13063140707072e-07
"5462" 24.2 720 "chr8" "GC" "hs1" 2.33138998949988e-07
"5463" 24.2 562 "chr9" "GC" "hs1" 1.81977940847074e-07
"5464" 24.2 406 "chrX" "GC" "hs1" 1.31464491074576e-07
"5465" 24.2 84 "chrY" "GC" "hs1" 2.71995498774986e-08
"5466" 24.3 1028 "chr1" "GC" "hs1" 3.32870681834149e-07
"5467" 24.3 628 "chr10" "GC" "hs1" 2.03349015750823e-07
"5468" 24.3 674 "chr11" "GC" "hs1" 2.18244007350405e-07
"5469" 24.3 626 "chr12" "GC" "hs1" 2.02701407420406e-07
"5470" 24.3 494 "chr13" "GC" "hs1" 1.59959257612908e-07
"5471" 24.3 414 "chr14" "GC" "hs1" 1.34054924396243e-07
"5472" 24.3 404 "chr15" "GC" "hs1" 1.3081688274416e-07
"5473" 24.3 448 "chr16" "GC" "hs1" 1.45064266013326e-07
"5474" 24.3 362 "chr17" "GC" "hs1" 1.1721710780541e-07
"5475" 24.3 358 "chr18" "GC" "hs1" 1.15921891144577e-07
"5476" 24.3 288 "chr19" "GC" "hs1" 9.3255599579995e-08
"5477" 24.3 1116 "chr2" "GC" "hs1" 3.61365448372481e-07
"5478" 24.3 366 "chr20" "GC" "hs1" 1.18512324466244e-07
"5479" 24.3 216 "chr21" "GC" "hs1" 6.99416996849963e-08
"5480" 24.3 242 "chr22" "GC" "hs1" 7.83606079804125e-08
"5481" 24.3 852 "chr3" "GC" "hs1" 2.75881148757485e-07
